ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
7694 3 -8.27821 0.0180307
7678 1 -9.54625 0.0221816
1886 2 -35.5507 0.0684646
7257 1 -9.47534 0.0818217
7264 2 -35.3256 0.0535662
7274 3 -8.49014 0.0426113
7244 3 -8.93286 0.0605241
7723 3 -8.80788 0.00604479
7266 3 -8.73266 0.0153789
7674 1 -8.78663 0.046736
7249 3 -9.3592 0.0128043
7695 3 -8.50078 0.0131906
7256 1 -9.0504 0.021148
7233 2 -35.7153 0.01187
7277 3 -8.81807 0.0440133
7238 3 -8.89736 0.00856876
7272 3 -8.45958 0.0509622
7261 2 -35.5369 0.0211492
7702 1 -9.02122 0.0243808
7247 3 -8.97053 0.0327795
7228 1 -8.69271 0.0700864
7309 1 -8.74375 0.0552456
1482 3 -8.98736 0.0683217
6847 3 -8.97125 0.0803413
6875 3 -8.9934 0.00747721
7296 3 -9.05242 0.00188032
7324 3 -8.94534 0.0211573
7337 1 -8.80855 0.0127709
7302 3 -8.6468 0.131604
7286 1 -9.09368 0.0456374
7281 1 -8.55376 0.0335857
7330 3 -8.47776 0.00578861
7291 2 -35.2562 0.0118994
6852 3 -8.97983 0.00778401
6880 3 -8.78155 0.0227907
7282 1 -8.48612 0.020969
7310 1 -8.49533 0.0113484
7303 3 -8.48041 0.0478403
7331 3 -8.89741 0.0260515
1466 2 -35.686 0.0314826
1494 2 -36.1624 0.120736
1510 3 -8.97727 0.0512926
1480 3 -8.22228 0.140518
1914 2 -35.6363 0.0140432
1930 3 -9.4046 0.0143191
1508 3 -8.12238 0.0404953
1942 2 -36.0185 0.0433454
1958 3 -8.90135 0.0695525
7757 1 -8.82314 0.081207
7311 1 -9.14982 0.00414033
7292 2 -35.4387 0.0541279
7295 3 -9.36183 0.0703565
7297 3 -8.61864 0.0370747
7308 3 -9.20662 0.0129654
7734 1 -8.87981 0.0264039
7750 3 -8.6699 0.014867
7320 2 -35.777 0.0178039
7323 3 -8.64195 0.022462
7325 3 -8.66884 0.0225531
7336 3 -9.02888 0.0533037
7762 1 -9.23748 0.0190514
7778 3 -8.3764 0.03468
7298 3 -8.77412 0.0632665
7301 3 -9.09884 0.0127765
7739 2 -35.3997 0.0326533
7744 3 -9.05925 0.0267269
7755 3 -9.68402 0.0381313
7313 1 -8.97553 0.0035784
7326 3 -8.82395 0.00510698
7329 3 -9.1275 0.0571951
7767 2 -34.9081 0.0169441
7772 3 -8.90796 0.0151862
7783 3 -9.30892 0.0216763
7335 3 -9.41751 0.00333519
7319 2 -35.4169 0.0324629
7314 1 -9.12497 0.00815918
7285 1 -9.08224 0.0378658
7729 1 -8.70855 0.0996652
7283 1 -8.7463 0.0516548
7339 1 -8.88691 0.0139782
7341 1 -9.24266 0.00400569
7307 3 -9.21577 0.0106424
7289 2 -35.1013 0.0121151
7294 3 -8.71525 0.0379492
7300 3 -8.86217 0.0193949
7305 3 -9.3658 0.0405995
7751 3 -8.28618 0.0437262
7317 2 -34.6162 0.0584424
7322 3 -8.86154 0.0916869
7328 3 -9.14016 0.0505124
7333 3 -9.52773 0.0216069
7779 3 -8.59769 0.028654
7730 1 -8.58416 0.034374
7284 1 -8.82183 0.0269844
7312 1 -8.55895 0.0392391
7758 1 -8.52542 0.00912819
6931 3 -9.13932 0.025995
7352 3 -8.91739 0.020585
7380 3 -9.21344 0.0170374
6903 3 -8.88937 0.0565121
7365 1 -9.09334 0.048721
7363 3 -9.21101 0.0453817
7338 1 -8.6424 0.0132326
6908 3 -9.08518 0.0203207
6936 3 -9.36762 0.0181065
7366 1 -8.07079 0.0327856
7391 3 -9.82532 0.0362491
7358 3 -8.46925 0.0127232
1986 3 -9.09401 0.1101
7342 1 -9.15055 0.0231557
1550 2 -35.4022 0.062432
7348 2 -35.3621 0.0935627
7800 3 -9.07796 0.0489661
7376 2 -34.5172 0.0416785
7354 3 -9.10353 0.0094736
7839 3 -9.84942 0.0229708
7351 3 -8.53007 0.0341516
2014 3 -9.4573 0.0346581
1970 2 -35.9613 0.0251145
7347 2 -35.2243 0.0206781
7811 3 -9.58765 0.00433999
7386 3 -8.72139 0.000125258
7385 3 -8.91523 0.0316265
7370 1 -8.71321 0.0270234
1522 2 -35.5211 0.0256929
7353 3 -8.90827 0.0025487
7828 3 -9.027 0.0072641
1538 3 -9.24176 0.0438196
7369 1 -9.05986 0.0371994
7818 1 -8.88442 0.0217676
1998 2 -35.3214 0.0865625
7381 3 -9.12747 0.0669101
7364 3 -9.0872 0.0248911
7392 3 -9.20809 0.0347623
7382 3 -9.3401 0.0506065
7806 3 -8.33882 0.00535685
7367 1 -8.85512 0.0276178
7379 3 -9.14857 0.00494692
7813 1 -8.99956 0.0119702
7357 3 -8.9671 0.0862479
7795 2 -35.0461 0.00742203
7823 2 -34.9267 0.00703168
1536 3 -8.51114 0.0647629
7785 1 -9.21999 0.0685221
1564 3 -9.43913 0.0287934
7790 1 -9.21937 0.0357873
7834 3 -9.05245 0.0197244
1566 3 -9.25249 0.0374305
7375 2 -34.825 0.0348224
7387 3 -9.13644 0.0274607
7361 3 -9.73606 0.040574
7389 3 -9.66386 0.00909549
7814 1 -8.33043 0.00871056
7378 3 -9.29313 0.0297085
7359 3 -8.62755 0.0500553
7356 3 -9.00782 0.0318192
7384 3 -8.86692 0.00218661
7786 1 -8.27567 0.017063
7340 1 -8.54816 0.0546084
7835 3 -9.04081 0.0477927
7368 1 -8.32338 0.0337787
7807 3 -9.08213 0.0103029
7350 3 -9.04912 0.0669688
7373 2 -34.9176 0.0239617
7345 2 -34.7358 0.0210709
1578 2 -35.1347 0.00657946
1594 3 -9.60049 0.0319649
1606 2 -34.8238 0.0326622
7421 1 -8.47262 0.0142762
6959 3 -9.07312 0.0376167
6987 3 -9.02908 0.0347294
7408 3 -9.20383 0.0348819
7436 3 -9.26831 0.0285144
7426 1 -8.98579 0.0519761
7431 2 -34.5899 0.0161738
7442 3 -8.87692 0.043168
7403 2 -34.9925 0.0462851
7398 1 -9.04229 0.0101765
7393 1 -8.50053 0.0359745
6964 3 -9.13739 0.0361962
6992 3 -8.7998 0.012582
7422 1 -8.48318 0.0654616
7394 1 -8.11786 0.0314914
7443 3 -9.12343 0.0796046
1622 3 -9.94388 0.102702
1592 3 -8.67642 0.0150149
2026 2 -34.3888 0.0202264
2042 3 -9.42044 0.0663511
1620 3 -8.84302 0.0930767
2054 2 -34.7523 0.131955
2070 3 -9.69301 0.0364923
7423 1 -8.48126 0.015988
7869 1 -8.54435 0.0447468
7404 2 -35.4603 0.131949
7407 3 -8.98747 0.0332724
7409 3 -9.00738 0.081215
7420 3 -9.11338 0.00917148
7846 1 -8.71763 0.0238448
7862 3 -9.42266 0.036419
7432 2 -35.0691 0.00611626
7435 3 -8.82491 0.0229605
7437 3 -9.32574 0.00545349
7448 3 -9.3347 0.0442934
7890 3 -8.92032 0.0157955
7874 1 -9.19717 0.0570119
7410 3 -8.75734 0.0433185
7851 2 -34.0312 0.0638666
7856 3 -9.1322 0.0231806
7867 3 -9.73396 0.0102704
7425 1 -8.96024 0.0188404
7438 3 -9.18756 0.0789333
7441 3 -8.70339 0.00715928
7879 2 -34.7247 0.0491001
7884 3 -8.86473 0.037595
7895 3 -9.0658 0.0393502
7413 3 -8.64601 0.054141
7451 1 -8.19563 0.00593564
7395 1 -8.61252 0.0317789
7397 1 -9.12871 0.0260266
7841 1 -8.18176 0.0783145
7447 3 -9.41298 0.0590195
7453 1 -9.12993 0.0301322
7419 3 -9.91018 0.013782
7414 3 -8.64083 0.033584
7401 2 -34.5151 0.0890543
7406 3 -9.29052 0.104607
7412 3 -9.04619 0.014446
7417 3 -9.38897 0.0204786
7842 1 -8.64741 0.0495325
7863 3 -9.08756 0.0416649
7429 2 -35.7305 0.055762
7434 3 -8.94001 0.0263656
7440 3 -8.2557 0.00484895
7445 3 -9.75594 0.103989
7891 3 -8.94798 0.061754
7396 1 -8.29264 0.031326
7870 1 -8.78699 0.012785
7424 1 -8.45196 0.00239857
7415 3 -8.9647 0.0273524
7498 3 -9.35457 0.0407812
7492 3 -9.0786 0.0799623
7482 1 -8.83856 0.024705
7477 1 -8.35791 0.00622247
1678 3 -9.81295 0.00940526
7449 1 -8.32559 0.0219233
7043 3 -9.04826 0.0348549
7464 3 -8.80711 0.0508371
7015 3 -9.08373 0.019812
7499 3 -8.78992 0.097248
7020 3 -9.08482 0.0133919
7048 3 -9.2119 0.072857
7450 1 -8.37968 0.0047738
7478 1 -8.36687 0.0121455
7503 3 -9.36828 0.0042307
7930 1 -8.92266 0.0229275
7481 1 -8.80736 0.0569092
7459 2 -34.7587 0.0433829
7454 1 -9.14892 0.000889013
7463 3 -9.14933 0.0244571
7509 1 -9.02041 0.00665209
7918 3 -9.39066 0.0370615
7951 3 -9.68912 0.066307
7507 1 -8.77843 0.00448058
7476 3 -9.6873 0.0457402
1662 2 -34.4179 0.0142213
7479 1 -7.90035 0.0106884
7475 3 -9.71364 0.0194964
7465 3 -9.35732 0.0737191
7487 2 -34.7088 0.00521109
1650 3 -9.62196 0.0350229
2098 3 -9.94969 0.0218834
7491 3 -8.95583 0.0311344
7494 3 -9.28085 0.0328876
7469 3 -9.1345 0.00812404
7493 3 -8.94428 0.00925779
2110 2 -34.6061 0.0234656
7935 2 -34.4941 0.0622305
2082 2 -34.0331 0.0525085
7907 2 -35.7271 0.0036351
1676 3 -9.04953 0.0464215
1648 3 -9.69641 0.0456161
2126 3 -9.56353 0.0808798
7902 1 -8.95818 0.0412815
7923 3 -9.49777 0.0448544
7460 2 -34.234 0.0536287
7466 3 -9.15047 0.108219
7925 1 -7.9342 0.0222285
7504 3 -9.91936 0.0120084
7497 3 -9.14105 0.0302176
1634 2 -34.5685 0.0213899
7897 1 -8.42049 0.0368548
7488 2 -34.8556 0.0273414
7940 3 -9.27894 0.00767335
7912 3 -8.469 0.0532263
7946 3 -9.25196 0.0309214
7953 1 -8.46816 0.0512278
7470 3 -8.81726 0.098911
7480 1 -8.39904 0.0482523
7462 3 -9.22025 0.0453067
7501 3 -9.70902 0.0159626
7919 3 -8.45969 0.0062104
7926 1 -8.2727 0.0254979
7898 1 -8.72516 0.0799742
7490 3 -8.72702 0.0391579
7468 3 -9.04128 0.018162
7473 3 -9.26328 0.0587089
7457 2 -34.585 0.121494
7947 3 -8.90969 0.0200448
7485 2 -35.2455 0.0691287
7496 3 -8.88452 0.00886724
7471 3 -9.25411 0.0482781
7452 1 -8.25953 0.0192241
1706 3 -9.3001 0.0778419
1718 2 -35.5832 0.0302429
7505 1 -8.31611 0.0551988
7533 1 -8.85197 0.105627
7071 3 -8.73741 0.0272727
7099 3 -8.58518 0.0491503
7520 3 -9.04368 0.0356937
7548 3 -8.60198 0.0819146
7538 1 -9.44738 0.0373696
7510 1 -9.47917 0.0275041
7554 3 -8.28223 0.0201039
7515 2 -35.3299 0.0398997
7076 3 -8.51969 0.0227004
7104 3 -8.57101 0.0727731
7534 1 -8.90729 0.00415092
7506 1 -8.74808 0.0345607
7527 3 -8.70913 0.00558503
1690 2 -34.8998 0.050224
1734 3 -9.34416 0.0797776
1704 3 -8.71522 0.0401676
2138 2 -34.6261 0.010166
2154 3 -9.52113 0.0731372
1732 3 -8.41186 0.0349919
2166 2 -35.3655 0.00342884
2182 3 -9.26305 0.201854
7981 1 -8.55969 0.0562146
7535 1 -8.88726 0.0201424
7516 2 -35.7676 0.0142768
7519 3 -8.8701 0.00684521
7521 3 -8.28252 0.026276
7532 3 -8.92662 0.0421197
7958 1 -9.14424 0.0791988
7974 3 -9.0667 0.0610599
7544 2 -35.0939 0.0194563
7547 3 -9.28428 0.0102055
7549 3 -8.73211 0.0473206
7560 3 -9.32172 0.0288021
7986 1 -8.69588 0.00875832
8002 3 -8.98356 0.0310626
7522 3 -8.65567 0.00604075
7525 3 -8.63041 0.00291111
7963 2 -34.9036 0.0207681
7968 3 -8.76171 0.00660184
7979 3 -9.35496 0.0547418
7537 1 -9.15707 0.0415058
7550 3 -8.82446 0.0520601
7991 2 -35.3755 0.0369519
7996 3 -9.03867 0.0468864
8007 3 -9.94369 0.176173
8009 1 -8.73769 0.0372901
7543 2 -35.4466 0.0867858
7553 3 -8.48688 0.0412372
7531 3 -9.24319 0.0112968
7559 3 -8.98861 0.0260571
7563 1 -9.03948 0.0598456
7526 3 -8.395 0.0115713
7513 2 -35.2802 0.0426942
7518 3 -8.43569 0.0234247
7524 3 -9.14828 0.00803386
7529 3 -9.41307 0.0141196
7954 1 -8.56572 0.0346168
7975 3 -9.14616 0.00975623
7541 2 -34.3054 0.0887464
7546 3 -9.5518 0.0033286
7552 3 -9.58284 0.0451428
7557 3 -9.51289 0.0492878
8003 3 -8.75765 0.0201281
7982 1 -8.4777 0.0714209
7536 1 -8.64464 0.105045
7508 1 -8.88531 0.065848
7555 3 -8.66034 0.00669841
7571 2 -35.981 0.00745592
7561 1 -8.76686 0.0429057
1746 2 -35.8886 0.0515115
7127 3 -8.52704 0.0200114
7604 3 -9.02988 0.0157858
7615 3 -9.13368 0.102788
1790 3 -9.23395 0.0559823
7589 1 -8.96179 0.0367385
7576 3 -8.64529 0.0591769
1762 3 -9.12793 0.0150661
1774 2 -35.9556 0.0248326
7155 3 -8.4738 0.0188885
7169 1 -8.73155 0.00741319
7583 3 -8.55567 0.0346631
7562 1 -8.82662 0.0408619
7160 3 -9.18059 0.00988026
7590 1 -8.59416 0.00559307
7132 3 -8.71841 0.0398819
7582 3 -8.59662 0.0345632
7594 1 -9.35319 0.049698
7610 3 -8.49963 0.0350315
7565 1 -9.09268 0.0166175
8030 3 -8.67749 0.0171943
7578 3 -8.57449 0.0786889
7566 1 -9.13683 0.0305992
7617 1 -8.61123 0.0231183
7587 3 -9.52785 0.0674199
7581 3 -9.18788 0.0303533
8052 3 -8.72488 0.0344182
7603 3 -8.97696 0.0323949
7572 2 -35.1552 0.05418
7599 2 -34.3418 0.0237002
8047 2 -35.0078 0.0196048
2210 3 -8.86204 0.0390763
2194 2 -35.3146 0.0101603
8035 3 -9.33684 0.0684686
7605 3 -8.85823 0.0224837
7616 3 -9.22158 0.0666971
7600 2 -35.1242 0.0501945
7606 3 -9.20722 0.0761018
7577 3 -9.18066 0.000688067
8024 3 -9.04558 0.0151221
7591 1 -8.7005 0.0264447
1760 3 -8.65635 0.03157
8019 2 -34.8822 0.00942076
8058 3 -8.91346 0.0611688
2222 2 -35.373 0.00141717
2238 3 -9.29568 0.0263555
8042 1 -9.27718 0.116483
7575 3 -8.76308 0.0597125
8014 1 -9.26485 0.0116556
7171 1 -8.76385 0.0641759
7609 3 -8.69573 0.0198987
1788 3 -8.71531 0.0668955
7588 3 -9.04538 0.0329917
8037 1 -8.97783 0.0198029
8063 3 -8.93026 0.0315178
7593 1 -9.08261 0.0172799
7611 3 -8.83334 0.000869618
7602 3 -9.23527 0.0357801
7574 3 -9.20073 0.0969514
8038 1 -8.7168 0.025266
7608 3 -8.97108 0.0463679
8059 3 -8.93085 0.0556288
8031 3 -8.62856 0.0223565
7564 1 -8.46343 0.00311265
7580 3 -8.46096 0.0185815
7613 3 -9.41043 0.0575214
7585 3 -9.76387 0.020283
7569 2 -34.9818 0.0377148
8010 1 -8.73284 0.0169413
7592 1 -8.65107 0.00146328
7597 2 -34.7925 0.0197247
7619 1 -8.56166 0.0345274
1816 3 -9.15236 0.0044296
1844 3 -9.15661 0.0975929
7647 1 -8.25864 0.0135366
7675 1 -8.49091 0.0364173
7628 2 -34.5434 0.0562477
7633 3 -9.29331 0.0146793
7644 3 -9.65599 0.0152199
7656 2 -34.874 0.0298878
7661 3 -9.06737 0.0189836
7672 3 -9.40865 0.00965279
7634 3 -9.34549 0.0464573
7637 3 -9.01945 0.0451089
7649 1 -8.94515 0.0345864
7662 3 -9.02112 0.064826
7665 3 -8.7606 0.0252538
7621 1 -8.8679 0.00976944
7625 2 -34.7386 0.058842
7630 3 -9.00427 0.00912896
7641 3 -9.35695 0.0264211
7653 2 -34.892 0.0639916
7658 3 -9.00376 0.0258008
7669 3 -9.6163 0.023443
7620 1 -8.38801 0.0242171
7648 1 -8.70663 0.096153
2250 2 -34.2929 0.0279676
2264 3 -8.74609 0.0232971
2266 3 -9.74949 0.00247942
2278 2 -34.9111 0.00847226
2292 3 -8.95737 0.0244771
2294 3 -9.61032 0.00438422
8121 1 -8.47315 0.0475912
8095 1 -8.41399 0.0372599
8093 1 -8.39014 0.0222408
7631 3 -9.18818 0.0514856
8070 1 -8.74029 0.0768144
8076 2 -34.8286 0.023501
8081 3 -9.11343 0.0125274
8086 3 -9.61432 0.00777551
8092 3 -9.73725 0.0401907
7659 3 -8.79968 0.0377935
8098 1 -8.97502 0.0190355
8104 2 -34.8185 0.00265169
8109 3 -9.08187 0.0182703
8114 3 -8.71044 0.0444617
8120 3 -9.42155 0.0867863
8075 2 -34.9273 0.0453079
8080 3 -9.1328 0.0655943
8082 3 -8.9031 0.0475086
8091 3 -9.70826 0.0411571
8097 1 -9.04229 0.000478566
8103 2 -34.3822 0.0804173
8108 3 -9.36404 0.00656468
8110 3 -9.37565 0.0302398
8113 3 -8.92811 0.0327086
8119 3 -9.43295 0.0232616
8085 3 -8.79525 0.0593198
8067 1 -8.07117 0.0217036
8123 1 -8.62906 0.0799636
8125 1 -9.06675 0.0078395
8065 1 -8.24083 0.041054
7636 3 -9.11031 0.00619765
8068 1 -8.67091 0.0467451
8073 2 -35.5381 0.0196672
8078 3 -8.84848 0.0345795
8087 3 -8.62219 0.0659718
8089 3 -9.31368 0.0228318
7664 3 -8.94415 0.0482963
8094 1 -8.56268 0.0749571
8101 2 -35.0654 0.0612129
8106 3 -8.86774 0.0554483
8115 3 -8.55367 0.0453251
8117 3 -9.08803 0.0127687
8066 1 -8.62497 0.0105392
8096 1 -8.72286 0.0283046
1872 3 -8.89407 0.0190768
7677 1 -9.24836 0.0153516
7689 3 -8.55585 0.0766534
7728 3 -9.1942 0.0832575
7700 3 -9.24359 0.022497
1900 3 -8.23152 0.0392735
7712 2 -36.1345 0.0285306
7684 2 -35.6027 0.0381043
7721 3 -8.68649 0.105429
7717 3 -8.3839 0.0330329
7718 3 -8.49295 0.00587781
7705 1 -9.57665 0.00975272
7693 3 -8.29392 0.0421149
7703 1 -8.78711 0.0147555
7690 3 -8.7591 0.00911337
7731 1 -8.92161 0.0225808
7709 2 -36.2621 0.0366268
7686 3 -8.50924 0.0842818
7676 1 -8.81833 0.0768439
7697 3 -9.39703 0.0270213
7704 1 -8.84065 0.0357315
7681 2 -36.3805 0.0660848
7714 3 -8.33355 0.0171588
7725 3 -8.53515 0.0042393
8177 1 -9.2827 0.0549681
2348 3 -8.75191 0.0165666
8165 3 -8.42353 0.00997154
8126 1 -9.58258 0.0218698
8159 2 -35.0983 0.0357211
8160 2 -35.5001 0.071691
8141 3 -9.06948 0.0130442
8170 3 -8.06246 0.0656826
8164 3 -8.55503 0.0141962
8147 3 -9.37154 0.0116517
8136 3 -8.63471 0.00910103
2306 2 -35.0801 0.0330785
8175 3 -8.99246 0.0229645
8169 3 -8.59396 0.00961418
8138 3 -8.6881 0.0527132
8131 2 -35.4581 0.0274595
2322 3 -9.38854 0.00358696
2320 3 -8.77256 0.0215937
2334 2 -36.2759 0.015994
8166 3 -8.89481 0.00635587
8151 1 -8.939 0.0202724
8132 2 -35.3487 0.0110708
8154 1 -9.4886 0.0335321
8137 3 -8.71119 0.00101921
8148 3 -9.42624 0.00356003
8176 3 -8.84318 0.038375
8142 3 -8.71135 0.00570178
8149 1 -8.86161 0.0597298
2350 3 -8.65898 0.0691838
7687 3 -8.54497 0.0184772
7715 3 -8.13861 0.0459496
8153 1 -9.53541 0.0157895
8179 1 -9.24693 0.0287671
8173 3 -9.02099 0.0330889
8129 2 -35.5433 0.00504642
8122 1 -8.73908 0.0373396
8143 3 -8.73011 0.0106141
8145 3 -9.55998 0.0837422
8157 2 -35.6227 0.0131931
7692 3 -8.76919 0.0442715
8162 3 -8.24536 0.0163184
8150 1 -9.12434 0.00114683
8124 1 -8.5154 0.0480261
8152 1 -8.95016 0.0387526
7720 3 -8.29719 0.0102419
8134 3 -8.46447 0.0245008
8171 3 -8.69702 0.00257666
1928 3 -8.58183 0.0970387
1956 3 -8.69057 0.0162438
7759 1 -8.74301 0.0136484
7740 2 -34.5127 0.0246962
7745 3 -9.23309 0.040135
7756 3 -9.43346 0.049487
7768 2 -34.9811 0.0555647
7773 3 -8.72348 0.0326985
7784 3 -9.74446 0.0154862
7746 3 -8.90935 0.011819
7749 3 -9.01209 0.0207546
7761 1 -8.88575 0.0203999
7774 3 -8.99093 0.0537006
7777 3 -8.57992 0.0116555
7733 1 -9.37561 0.0660979
7737 2 -35.3647 0.0367299
7742 3 -8.7174 0.0320735
7753 3 -9.06215 0.0404109
7765 2 -34.7263 0.0241283
7770 3 -9.1599 0.0113649
7781 3 -9.17944 0.00353755
7760 1 -8.75763 0.032048
7732 1 -8.80131 0.0116457
2362 2 -36.1148 0.0840704
2376 3 -8.36272 0.0117152
2378 3 -9.18398 0.0118265
2390 2 -35.92 0.0176044
2404 3 -8.62648 0.00610213
2406 3 -9.23371 0.0655545
8233 1 -8.46987 0.0535793
8207 1 -8.94826 0.0116538
8205 1 -8.56936 0.0664958
7743 3 -9.22381 0.0283514
8182 1 -9.40888 0.130346
8188 2 -35.9834 0.0475851
8193 3 -8.38544 0.0155302
8198 3 -7.8582 0.0136605
8204 3 -8.75085 0.0180483
7771 3 -8.75182 0.036705
8210 1 -9.11607 0.0294119
8216 2 -35.1815 0.0617307
8221 3 -9.11211 0.0177547
8226 3 -8.81109 0.0699035
8232 3 -9.26827 0.0132345
8187 2 -36.1545 0.0603866
8192 3 -8.4797 0.109693
8194 3 -8.73018 0.01219
8197 3 -8.49905 0.00720773
8203 3 -9.36677 0.0268392
8209 1 -9.09493 0.0191258
8215 2 -34.9531 0.0125348
8220 3 -9.23421 0.0912848
8222 3 -8.99127 0.0270842
8225 3 -8.76883 0.0323484
8231 3 -9.13093 0.0371335
8237 1 -9.08427 0.0479541
8181 1 -9.1843 0.0336693
7748 3 -8.82834 0.0109964
8185 2 -35.3635 0.0542176
8190 3 -8.79099 0.013268
8199 3 -8.05437 0.0454495
8201 3 -9.37884 0.0354653
7776 3 -9.34233 0.0790883
8213 2 -35.0062 0.0326055
8218 3 -9.0821 0.000735658
8227 3 -8.88752 0.0157989
8229 3 -9.68528 0.0183849
8206 1 -8.51531 0.107591
8208 1 -8.52235 0.0597847
8180 1 -8.79552 0.0574566
8178 1 -8.7981 0.0712998
7845 1 -9.05827 0.0116874
7817 1 -9.06102 0.0270481
7787 1 -8.96279 0.00725341
7829 3 -9.1542 0.0577594
7789 1 -9.49183 0.0431032
7840 3 -9.95073 0.097111
7812 3 -9.28611 0.0889103
7815 1 -8.38301 0.0480546
2012 3 -8.93044 0.0148831
7801 3 -9.2745 0.0870473
7824 2 -34.4148 0.0343235
1984 3 -8.87387 0.0126274
7805 3 -8.63323 0.0268888
7796 2 -34.9652 0.0132292
7830 3 -8.99163 0.0290942
7802 3 -8.7131 0.00166926
7833 3 -8.92673 0.0470055
7816 1 -8.42355 0.0204557
7821 2 -34.2763 0.0104263
7837 3 -9.29013 0.00647394
7788 1 -8.50047 0.00586956
7798 3 -9.01941 0.00524248
7809 3 -9.65193 0.011091
7793 2 -35.3417 0.00859736
7826 3 -9.53688 0.041489
2418 2 -35.8196 0.0716128
2432 3 -8.88412 0.0349272
2462 3 -9.2512 0.0127861
2434 3 -8.95958 0.0394922
2460 3 -8.64044 0.00230118
8291 1 -8.66886 0.123557
8261 1 -8.66392 0.0610977
2446 2 -35.4162 0.0304501
8244 2 -34.8051 0.0297844
8235 1 -8.55287 0.0572872
8238 1 -9.23083 0.00670941
8263 1 -8.59402 0.0450094
7799 3 -8.63607 0.083297
8266 1 -8.89026 0.0057585
8277 3 -8.93067 0.0102931
8272 2 -35.4958 0.0611959
7827 3 -9.20537 0.0147256
8282 3 -8.86956 0.0349419
8288 3 -9.32206 0.0627515
8249 3 -9.08893 0.0165977
8260 3 -9.34379 0.0299058
8254 3 -8.85251 0.00829069
8278 3 -9.03814 0.0125995
8271 2 -35.5208 0.0757134
8287 3 -9.85085 0.0666676
8248 3 -8.80438 0.0324575
8259 3 -9.00816 0.00718909
8281 3 -9.10392 0.0580681
8253 3 -8.862 0.0459287
8276 3 -8.76022 0.0960615
8243 2 -35.5356 0.0481023
8250 3 -8.72611 0.015178
8265 1 -8.99459 0.0631463
8241 2 -35.4 0.0112324
8264 1 -8.4974 0.0121139
8234 1 -8.70051 0.00513822
8262 1 -8.39774 0.0566032
8257 3 -9.58735 0.0166027
8246 3 -8.67497 0.0218087
7804 3 -9.00899 0.0174603
8274 3 -9.13196 0.0093688
8269 2 -34.4504 0.0361403
7832 3 -9.38007 0.0461042
8285 3 -9.39125 0.042609
8255 3 -8.83768 0.00511076
8283 3 -8.64197 0.0187771
8236 1 -8.75801 0.133996
2040 3 -8.96647 0.037554
2068 3 -8.92046 0.0315499
7871 1 -8.43133 0.0437886
7852 2 -34.3962 0.0348538
7857 3 -9.27125 0.011649
7868 3 -9.75126 0.0313557
7880 2 -35.3614 0.0261928
7885 3 -9.00208 0.0361406
7896 3 -9.27315 0.0106556
7858 3 -9.18835 0.0315592
7873 1 -8.8374 0.0138676
7886 3 -9.11057 0.0143266
7889 3 -8.97442 0.00795624
7861 3 -9.1938 0.0319738
7843 1 -8.28699 0.0408258
7899 1 -8.39345 0.0598796
7849 2 -34.3741 0.0169467
7854 3 -9.45307 0.00549108
7865 3 -9.78058 0.0249829
7872 1 -8.39704 0.0325581
7877 2 -34.16 0.0302176
7882 3 -9.24325 0.023308
7893 3 -9.96628 0.0273602
7844 1 -8.32408 0.0316451
2474 2 -35.4033 0.00943084
2488 3 -8.33529 0.0382459
2490 3 -9.40001 0.00725525
2502 2 -35.3245 0.00528558
2516 3 -8.72366 0.0182334
2518 3 -9.28515 0.175372
8319 1 -8.52792 0.0107837
8317 1 -8.59172 0.0166645
7855 3 -9.13534 0.070918
8294 1 -8.96264 0.012593
8300 2 -35.3882 0.0345603
8305 3 -8.88349 0.00154465
8310 3 -8.90721 0.0341334
8316 3 -9.37477 0.055763
7883 3 -8.39817 0.0166776
8322 1 -9.37392 0.0171773
8328 2 -34.9571 0.0409746
8333 3 -8.62001 0.0599312
8338 3 -8.73805 0.0580645
8344 3 -9.65326 0.00946508
8299 2 -34.3097 0.00686445
8304 3 -9.16629 0.0378379
8306 3 -9.04193 0.0781077
8309 3 -8.84907 0.0089914
8315 3 -9.1249 0.070945
8321 1 -9.10204 0.00835773
8327 2 -35.1123 0.0137368
8332 3 -8.92582 0.0194853
8334 3 -9.09761 0.0529306
8343 3 -9.06778 0.0170889
8337 3 -8.78106 0.0227671
8293 1 -9.12996 0.00649686
8289 1 -8.64926 0.0266871
7860 3 -9.06481 0.0832827
8290 1 -8.54163 0.0454992
8292 1 -8.54819 0.0131975
8297 2 -34.6887 0.0337756
8302 3 -9.20238 0.00893445
8311 3 -9.21919 0.040806
8313 3 -9.63757 0.0242679
7888 3 -9.44069 0.0598506
8325 2 -35.3795 0.00150409
8330 3 -8.86182 0.0526104
8339 3 -9.1368 0.0402752
8341 3 -9.41348 0.0366716
8320 1 -8.46002 0.0352639
8318 1 -8.3239 0.0211406
7929 1 -9.04383 0.0212575
7913 3 -9.00892 0.0593501
7945 3 -8.99689 0.0594601
7924 3 -9.56067 0.043549
7927 1 -8.16241 0.00206752
